"name","area"
"Денисово","((56.6605518162605,65.6403278126262),(56.6658455056416,65.6424735798381),(56.6661290750762,65.6472800983928),(56.6652310978503,65.650026680424),(56.662442505313,65.6484817280314),(56.6612135682609,65.6527732624553),(56.6597009751189,65.6609271778605),(56.6547846264865,65.6586097492717),(56.6514751831851,65.6654762043498),(56.6496785061039,65.6636737598918),(56.6516643020882,65.65363156934),(56.6525153253659,65.6542323841594),(56.6558719513394,65.6381820454143),(56.6555883044134,65.6333755268596),(56.6604572793081,65.6335471882365),(56.6608354256891,65.6357787861369),(56.6605518162605,65.6403278126262))"
"Дербыши","((57.11332139192,65.447997262664),(57.1130360108464,65.4468938689305),(57.1134925830309,65.4463178645446),(57.1129581212217,65.4436209033801),(57.1137778693664,65.4424688946082),(57.1145509040037,65.4417460392786),(57.1154950130565,65.4437469672038),(57.1161224601015,65.4450022410227),(57.1166769393297,65.4457103442027),(57.1170854976452,65.4466973971202),(57.1186496504824,65.4448091219737),(57.1191632384408,65.4469548891856),(57.1181426212467,65.4483013581111),(57.1182159402775,65.4498328994586),(57.1162348157941,65.4527377318217),(57.1158687694142,65.4525276813282),(57.1153159424502,65.4519743080809),(57.1148639984871,65.4524125139787),(57.114707223575,65.4532889257743),(57.1139267135443,65.4534967969729),(57.113859952634,65.4530542324855),(57.1131660697596,65.4537140559031),(57.1130055482019,65.4529201220347),(57.1110033479215,65.4551088045909),(57.1105626157623,65.4547654818369),(57.110215280099,65.4540788363291),(57.1098942106099,65.4530488680674),(57.1095614629251,65.452812833674),(57.1094155200203,65.4525767992808),(57.1094972481349,65.4519330691173),(57.11332139192,65.447997262664))"
"Ежевика","((56.8579897632657,65.7498174937585),(56.8581073119336,65.7480150493004),(56.8577781747288,65.7476288112023),(56.8576136050361,65.7465130122521),(56.8547452736644,65.7457405360558),(56.8534991264881,65.7431656154015),(56.8532404869467,65.7417494090417),(56.8516650982495,65.7402473719933),(56.8485611525311,65.7411485942223),(56.8485273155183,65.7421723072895),(56.8482686414728,65.7423868840108),(56.8476807392386,65.7438889210591),(56.8474926085653,65.7465496724019),(56.8482451255614,65.7510128682026),(56.8484332524367,65.7532015507588),(56.8579897632657,65.7498174937585))"
"ДОК","((57.1857675856735,65.4972735184904),(57.1854879536031,65.4963722962613),(57.1851617135019,65.4961577195402),(57.1845791346992,65.4968014497038),(57.181013551487,65.5002346772428),(57.1795219632267,65.5048695344205),(57.1787062253297,65.5053845185514),(57.1790325226579,65.5075732011075),(57.1787062253297,65.5086031693693),(57.1779603920036,65.5093327302213),(57.1774010070918,65.5098906296964),(57.1759209268385,65.5100193757291),(57.1755771201505,65.5115857857938),(57.1771446194996,65.5125513810392),(57.1779603920036,65.5145254868742),(57.1785663827321,65.5160275239225),(57.1792422836986,65.5173149842496),(57.1798249469841,65.5204048890348),(57.18022115275,65.5227223176236),(57.180570742531,65.523323132443),(57.1809902458853,65.5258980530973),(57.1811533847874,65.5269709367033),(57.1819923734334,65.527099682736),(57.1840664577237,65.5280867356534),(57.1848820768199,65.5273571748014),(57.1859773083164,65.5239239472623),(57.186536562911,65.5205336350675),(57.1882142756526,65.5149975556608),(57.1887035941268,65.5138817567106),(57.188889999453,65.512336804318),(57.1889832017619,65.5113068360563),(57.189356008637,65.5109635133024),(57.1922684323129,65.5068436402555),(57.1930139757125,65.5044403809781),(57.1913830798949,65.5028954285856),(57.194505017179,65.4903856057401),(57.1938293964909,65.4901120204206),(57.1892861076202,65.5066612500424),(57.1888200975663,65.5073157090421),(57.1857675856735,65.4972735184904))"
"Дом Обороны","((57.1689593766707,65.4396567506102),(57.164016640951,65.4387340707092),(57.160519021527,65.4392275971679),(57.1541758243764,65.4402575654296),(57.1515752643195,65.4424677056578),(57.1482864009115,65.4478535813598),(57.150583971162,65.4552350205688),(57.1519717741388,65.4734740418701),(57.1517501956408,65.4753194016723),(57.1517166671882,65.4764298362044),(57.1502887646839,65.4903102678564),(57.1486275466245,65.5047056836394),(57.148279111382,65.5081979197768),(57.1477549944312,65.5107165140418),(57.1499926133325,65.5133487745074),(57.1489755512964,65.5182904169348),(57.1517069781272,65.5217172666338),(57.1538969827488,65.5209082529335),(57.1545266919416,65.5221957132606),(57.1557394348779,65.5219382211951),(57.1576623859094,65.5236420792846),(57.1590732417936,65.5207238358764),(57.1651124933904,65.5187068146973),(57.1715004306789,65.5132565659789),(57.1717641423974,65.512374119213),(57.1721524216955,65.5117183191089),(57.1738850590769,65.5110041809587),(57.1754972455362,65.5117199954895),(57.1758371378037,65.5099321355431),(57.1784145899828,65.4902914923934),(57.177450240287,65.4874966305998),(57.176267347868,65.4889021081236),(57.1758128273693,65.4868636292723),(57.1747726535571,65.4844174546507),(57.1750392555174,65.4839131993559),(57.1753757831135,65.4832801980284),(57.1746735878528,65.4807052773741),(57.1749503884263,65.4772935075072),(57.1769782533011,65.4676804703979),(57.1768733664678,65.4642472428587),(57.1753678273913,65.4640900846868),(57.1744132033274,65.4640613754122),(57.1745247227592,65.4595766476554),(57.1696222740492,65.4587344154538),(57.1698270223162,65.4542810513242),(57.1698694222242,65.4531007157639),(57.1685713218462,65.4531220098423),(57.1674226784684,65.4523162019822),(57.1680470019459,65.4487366509074),(57.1682749847698,65.4481611739293),(57.1686376925805,65.4479543575462),(57.170131069679,65.4475329644419),(57.1704354785313,65.4472403173704),(57.1707618491804,65.4464892988462),(57.1713213349781,65.4443864469786),(57.1722304812674,65.4403524046202),(57.1689593766707,65.4396567506102))"
"Домостроитель с/о","((57.238018022702,65.6480993982489),(57.2392163817669,65.6490435358222),(57.2419192191722,65.6374367036784),(57.2406918635895,65.636814431187),(57.238018022702,65.6480993982489))"
"Дорожник с/о","((57.2365260433254,65.5719615139526),(57.236886733237,65.5792142071289),(57.2347225404706,65.579042545752),(57.2342105622347,65.571682564215),(57.2365260433254,65.5719615139526))"
"Дорожник с/о.","((57.0795712424367,65.5415578843786),(57.0803891761094,65.5432315828039),(57.0805994989824,65.5452056886389),(57.0805994989824,65.545763588114),(57.080926665516,65.5463644029333),(57.0798984180832,65.5491539003088),(57.0794310234265,65.5494972230627),(57.0777950955664,65.5497976304724),(57.0773043030846,65.5468793870641),(57.0795712424367,65.5415578843786))"
"Друганова","((56.9628363533001,65.3117010861544),(56.9648524463333,65.3121302395968),(56.9652275213254,65.3164217740207),(56.9654150573998,65.3201124936252),(56.9655088250817,65.3258631497531),(56.9654619412704,65.3286955624728),(56.9619923748589,65.3457758694797),(56.9610545985255,65.3454325467258),(56.9609139300319,65.3461191922335),(56.9603043603985,65.3461191922335),(56.9601636890613,65.3466341763644),(56.9593665414138,65.3478358060031),(56.9584755914303,65.3475783139376),(56.9590851910978,65.3407118588595),(56.9593665414138,65.3337595730929),(56.9598823447877,65.3295538693576),(56.9605857014733,65.3221724301486),(56.9628363533001,65.3117010861544))"
"Дружба с/о","((57.2139481469569,65.5098465053633),(57.213404795642,65.5142237370239),(57.2114400644745,65.5135800068603),(57.2079149280388,65.5081083004699),(57.2084505609684,65.5067564671265),(57.2090676935823,65.505597752832),(57.2093878998191,65.505061311029),(57.2096964595621,65.504696530603),(57.2099235112944,65.5045892422424),(57.2101185417925,65.5046428864227),(57.2106235786472,65.5051310484634),(57.2109423159292,65.5056192105042),(57.2139481469569,65.5098465053633))"
"Дружба с/о.","((56.8555014411043,65.9481101312961),(56.8546079994485,65.9451918878879),(56.8534794109493,65.9456210413302),(56.8530561814504,65.9402995386447),(56.8523507882711,65.9396987238253),(56.8523978148985,65.9425311365451),(56.8518805187342,65.9424453058566),(56.8515042988322,65.9397845545139),(56.851222131406,65.940900353464),(56.8513161874571,65.9442477503146),(56.8508929333915,65.9442477503146),(56.8502345286245,65.9396987238253),(56.8474126621693,65.9420161524142),(56.8465660605736,65.9440760889377),(56.8476948584284,65.9480243006076),(56.8469893637749,65.9486251154269),(56.846236821427,65.9505133905734),(56.8471304637738,65.952058342966),(56.8475537605659,65.9513716974582),(56.8488236221012,65.9508567133273),(56.8491058076785,65.9499984064425),(56.8510340186141,65.9550624170627),(56.8555014411043,65.9481101312961))"
"ДСР","((54.8603063987071,69.1260233012219),(54.8676335107507,69.1151228037854),(54.8669444031531,69.1127566881179),(54.8671598049036,69.109282943922),(54.8642804538995,69.1091466561054),(54.8618050210262,69.1075158730244),(54.858982841354,69.1071725502705),(54.8558138417877,69.1048551216816),(54.8530407619967,69.1017652168965),(54.8470365115696,69.0970676292342),(54.8474327367788,69.1056506980819),(54.8487699680047,69.114491258995),(54.8481756485015,69.1196411003035),(54.8463678726561,69.1308420051496),(54.8429240143698,69.1377996977937),(54.8412030470604,69.1404054532368),(54.8411662528756,69.1445561610725),(54.8429127035097,69.1489643609736),(54.8451232529894,69.1494518471547),(54.8497944400292,69.1454898865098),(54.8517336509698,69.1443672130722),(54.854835857009,69.1460722386947),(54.8553470025263,69.1498429949141),(54.8570465443833,69.148292248448),(54.8535450764404,69.1369394212753),(54.8572237409623,69.130736435411),(54.8583769129186,69.1290824760359),(54.8595829843218,69.1274226958111),(54.8603063987071,69.1260233012219))"
"Дубрава с/о","((57.2574978553085,65.4152881289825),(57.2544394134067,65.4132925654754),(57.2542068218495,65.4144512797698),(57.2532270136947,65.4136358882292),(57.2531078067914,65.4109322215423),(57.252194843336,65.4108463908538),(57.2510143537278,65.4114793921813),(57.2499501359911,65.411769070755),(57.2488102838527,65.4108678485259),(57.2477169230359,65.4172407771453),(57.2502990632218,65.4203950549468),(57.2519854981725,65.4221974994048),(57.2525735514498,65.4229538823469),(57.2531848552066,65.423495688568),(57.2538259499891,65.4239999438628),(57.2540498217125,65.4239355708465),(57.2541835626123,65.4229699756011),(57.2536253365021,65.4223530675278),(57.2536485960969,65.4213713790283),(57.2539044506321,65.4212533618316),(57.2574978553085,65.4152881289825))"
"Дубравушка с/о","((57.1267258195825,65.3902223748272),(57.1259847684432,65.3921321076458),(57.1154742434484,65.3845253628795),(57.115935345392,65.3824546975201),(57.1267258195825,65.3902223748272))"
"Дубровина","((57.2525357599745,64.8915951021288),(57.2522740807932,64.8924748666857),(57.2519135419766,64.8926250703905),(57.2514425101225,64.8945348032091),(57.2512040842874,64.894878125963),(57.2510935937411,64.8956506021593),(57.2501863956279,64.8952107198809),(57.2496571863748,64.8955540426348),(57.2496281087222,64.8964230783556),(57.2500052462157,64.898097163971),(57.2501971563256,64.897367603119),(57.2517858810057,64.898621430127),(57.2515590878566,64.8994690081757),(57.2522801689039,64.9000054499787),(57.2523852675048,64.8986148587931),(57.252666744616,64.8974303626783),(57.2527307101183,64.8968724632032),(57.2535836441156,64.8973553481746),(57.2533411258781,64.8981741994116),(57.2535330185561,64.8994509309026),(57.2540330977628,64.8998478978368),(57.2537785784935,64.9011468491532),(57.2555367855929,64.9024988196421),(57.2556356336045,64.9016619704295),(57.2580296036162,64.902311850176),(57.2585237242102,64.9016928116941),(57.2590237354268,64.9013173024321),(57.2594016463607,64.9026047627593),(57.2596458328943,64.9029480855131),(57.2600531991633,64.9030384310846),(57.2604534867002,64.902474594514),(57.2606627835434,64.9016055587932),(57.2598023333316,64.8990306381389),(57.2601453530642,64.8989126209422),(57.260511624832,64.8984298233196),(57.2613139216435,64.9009189132854),(57.2631537791146,64.9049428774718),(57.2625724355146,64.9057797266845),(57.2613108882218,64.902990229309),(57.2610260167012,64.9029258562926),(57.2605376603777,64.9033120943908),(57.2601190640702,64.9039558245543),(57.2606132397576,64.9059513880614),(57.2601713888698,64.9062517954711),(57.2596074398763,64.9050930811767),(57.2582585782631,64.9047390295867),(57.2579911256741,64.9045673682098),(57.2571540546382,64.9044055773727),(57.2571831263371,64.9035150839797),(57.2568737194802,64.9034374339944),(57.2568097611902,64.904263554371),(57.2555945325012,64.9039738757973),(57.2551875091123,64.9036734683877),(57.2553677628843,64.9029224498635),(57.2551061038928,64.9027186019784),(57.2543809838874,64.9044574649618),(57.2537837770329,64.9053165633882),(57.2533651036907,64.9058315475191),(57.2525510029504,64.9055525977815),(57.2526731192126,64.9045333583559),(57.2528712976534,64.9033738029832),(57.2532783467287,64.9030841244096),(57.2536597904725,64.901530544827),(57.2525705678377,64.9007771356636),(57.2519832414046,64.9020753248268),(57.2516575910157,64.9017105444008),(57.2509190517495,64.9005840166145),(57.2506457303013,64.9010668142372),(57.2506050226774,64.9018285615974),(57.2499828851763,64.9017577099094),(57.25002359349,64.9010174202212),(57.249506012996,64.8996226715335),(57.2493664394787,64.8993115352877),(57.247604278181,64.8974125313052),(57.2482323849786,64.8955886291751),(57.2493830082513,64.8955051068058),(57.2496039993089,64.8947862747898),(57.2496214459147,64.8932091358891),(57.2490515191705,64.8924152020207),(57.2489468377862,64.8923830155125),(57.2482256912504,64.8916749123325),(57.2487491054683,64.8900119427433),(57.2491503846482,64.8904518250217),(57.2495283972547,64.8899368408909),(57.249737756408,64.8890999916783),(57.2525357599745,64.8915951021288))"
"Дубровное","((57.1788347961565,66.5855513145488),(57.1780103254694,66.5814057090591),(57.1777219168336,66.580049600945),(57.1770052442624,66.5757924323241),(57.1759681088147,66.5710117300313),(57.1748143967224,66.5664885198038),(57.1731011982305,66.5633386005919),(57.1720991928504,66.5650297333758),(57.1732068242436,66.5682014455359),(57.173754982022,66.5724460413019),(57.1739072263999,66.5739829470675),(57.1736865082915,66.5767643978159),(57.1734198965267,66.5787224103968),(57.1729136202379,66.5798087050478),(57.172570513938,66.5808091690104),(57.171901775265,66.5818337728541),(57.1715127648272,66.582000069813),(57.1705948587485,66.5822039176981),(57.1672960359847,66.5833197166485),(57.1677156906267,66.5849504997295),(57.1709328839964,66.5849504997295),(57.1725879971631,66.5853796531718),(57.1732727493233,66.5869997074168),(57.1735379052555,66.5883622695964),(57.1736719394027,66.5912161399882),(57.177535409432,66.5898213913005),(57.1794174658963,66.5886841346782),(57.1788347961565,66.5855513145488))"
"Дударева","((57.1107347903923,65.459865690474),(57.1114936601224,65.4587284338517),(57.1111813579211,65.4558262836975),(57.1108690530923,65.4554990541978),(57.1129529811311,65.4532996428056),(57.1131397700524,65.4541579496903),(57.1137701756737,65.4535142195267),(57.1137118052307,65.4550806295914),(57.1145698413867,65.4575804483932),(57.1147653774389,65.4571137440246),(57.1156102564165,65.4597128045601),(57.111970134767,65.4641880703014),(57.1113185377307,65.4633418333573),(57.1107347903923,65.459865690474))"
"Душевное с/о","((57.3113845398668,65.4129744686681),(57.3068325520222,65.4125453152258),(57.3066002925761,65.4215575375158),(57.3110594166389,65.4218150295812),(57.3113845398668,65.4129744686681))"
